Código,Nombre de la Actividad,Descripción Funcional,Prioridad de Reúso,Tipo de Elemento,Sinónimos (Variantes),Dominio de Arquitectura,Arquetipos en  donde aplica,Hipervinculo,Diseño para la Automatización
ACT235,Priorizar Solicitud,"Define la urgencia/orden de atención para gestionar colas de trabajo de forma eficiente. Después de Radicar y/o Clasificar, antes de Asignar/Escalar. Es independiente de Aprobar/Rechazar. No valida.",3,Actividad Estándar,"Clasificar Solicitud, Destacar Solicitud, Enfocar Solicitud, Jerarquizar Solicitud, Ordenar Solicitud, Priorizar Trámite, Clasificar Trámite, Destacar Trámite, Enfocar Trámite, Jerarquizar Trámite, Ordenar Trámite, Priorizar Petición, Clasificar Petición, Destacar Petición, Enfocar Petición, Jerarquizar Petición, Ordenar Petición, Priorizar Requerimiento, Clasificar Requerimiento, Destacar Requerimiento, Enfocar Requerimiento, Jerarquizar Requerimiento, Ordenar Requerimiento, Priorizar Aplicación, Priorizar Instancia, Clasificar Aplicación, Clasificar Instancia, Destacar Aplicación, Destacar Instancia, Enfocar Aplicación, Enfocar Instancia, Jerarquizar Aplicación, Jerarquizar Instancia, Ordenar Aplicación, Ordenar Instancia",No aplica Dominio AP,No aplica Arquetipo,,No Aplica
ACT237,Procesar Pago,Aplicar el pago correspondiente según los datos y condiciones del proceso.,3,Actividad Estándar,"Gestionar Pago, Gestionar Abono, Gestionar Cancelación, Gestionar Desembolso, Gestionar Transferencia, Tramitar Pago, Tramitar Abono, Tramitar Cancelación, Tramitar Desembolso, Tramitar Transferencia, Procesar Abono, Procesar Cancelación, Procesar Desembolso, Procesar Transferencia, Analizar Pago, Ejecutar Pago, Operar Pago, Analizar Abono, Analizar Cancelación, Analizar Desembolso, Analizar Transferencia, Ejecutar Abono, Ejecutar Cancelación, Ejecutar Desembolso, Ejecutar Transferencia, Operar Abono, Operar Cancelación, Operar Desembolso, Operar Transferencia",No aplica Dominio AP,No aplica Arquetipo,,No Aplica
ACT238,Procesar Solicitud,"Atender una solicitud en un único paso, desde su recepción hasta obtener un resultado final, cuando el proceso no requiere desglosar actividades atómicas. Registra el resultado y la evidencia mínima de la gestión y se utiliza únicamente cuando no se requieren decisiones explícitas (aprobar/rechazar), controles formales (validar), subsanaciones (devolver) ni cierre administrativo detallado (cerrar).",3,Actividad Estándar,"Gestionar Solicitud, Tramitar Solicitud, Gestionar Trámite, Gestionar Petición, Tramitar Trámite, Gestionar Requerimiento, Tramitar Petición, Tramitar Requerimiento, Analizar Solicitud, Ejecutar Solicitud, Operar Solicitud, Procesar Trámite, Analizar Trámite, Ejecutar Trámite, Operar Trámite, Procesar Petición, Analizar Petición, Ejecutar Petición, Gestionar Aplicación, Gestionar Instancia, Operar Petición, Procesar Requerimiento, Analizar Requerimiento, Ejecutar Requerimiento, Operar Requerimiento, Tramitar Aplicación, Tramitar Instancia, Procesar Aplicación, Procesar Instancia, Analizar Aplicación, Analizar Instancia, Ejecutar Aplicación, Ejecutar Instancia, Operar Aplicación, Operar Instancia",No aplica Dominio AP,No aplica Arquetipo,,No Aplica
ACT242,Programar Pago,"Planificar la realización de un pago en una fecha futura específica, configurando los detalles (monto, beneficiario, fecha de ejecución) en el sistema para que el pago se ejecute automáticamente cuando corresponda, según lo acordado.",3,Actividad Estándar,"Programar Abono, Programar Cancelación, Programar Desembolso, Programar Transferencia, Agendar Pago, Calendarizar Pago, Establecer Pago, Organizar Pago, Planificar Pago, Agendar Abono, Agendar Cancelación, Agendar Desembolso, Agendar Transferencia, Calendarizar Abono, Calendarizar Cancelación, Calendarizar Desembolso, Calendarizar Transferencia, Establecer Abono, Establecer Cancelación, Establecer Desembolso, Establecer Transferencia, Organizar Abono, Organizar Cancelación, Organizar Desembolso, Organizar Transferencia, Planificar Abono, Planificar Cancelación, Planificar Desembolso, Planificar Transferencia",No aplica Dominio AP,No aplica Arquetipo,,No Aplica
ACT243,Publicar Información,"Publicar información poniéndola a disposición de una audiencia definida a través de un medio o portal, sin dirigirla a un destinatario específico ni realizar validaciones previas.",3,Actividad Estándar,"Emitir Información, Emitir Datos, Emitir Registros, Emitir Contenido, Emitir Detalle, Anunciar Información, Compartir Información, Difundir Información, Divulgar Información, Publicar Datos, Anunciar Datos, Compartir Datos, Difundir Datos, Divulgar Datos, Emitir Antecedentes, Emitir Soporte, Publicar Registros, Anunciar Registros, Compartir Registros, Difundir Registros, Divulgar Registros, Publicar Contenido, Anunciar Contenido, Compartir Contenido, Difundir Contenido, Divulgar Contenido, Publicar Detalle, Anunciar Detalle, Compartir Detalle, Difundir Detalle, Divulgar Detalle, Publicar Antecedentes, Publicar Soporte, Anunciar Antecedentes, Anunciar Soporte, Compartir Antecedentes, Compartir Soporte, Difundir Antecedentes, Difundir Soporte, Divulgar Antecedentes, Divulgar Soporte",No aplica Dominio AP,No aplica Arquetipo,,No Aplica
ACT253,Realizar Contacto Comercial,"Contactar a un cliente potencial o existente con fines comerciales, a través de llamada, correo u otros medios autorizados. Su objetivo es ofrecer productos o servicios, brindar información o dar seguimiento a un interés, de acuerdo con las políticas y estrategias comerciales vigentes.",3,Actividad Estándar,"Realizar Comunicación De Ventas, Realizar Ejecutivo Asignado, Realizar Interacción Comercial, Cumplir Contacto Comercial, Desarrollar Contacto Comercial, Efectuar Contacto Comercial, Ejecutar Contacto Comercial, Implementar Contacto Comercial, Llevar A Cabo Contacto Comercial, Cumplir Comunicación De Ventas, Cumplir Ejecutivo Asignado, Cumplir Interacción Comercial, Desarrollar Comunicación De Ventas, Desarrollar Ejecutivo Asignado, Desarrollar Interacción Comercial, Efectuar Comunicación De Ventas, Efectuar Ejecutivo Asignado, Efectuar Interacción Comercial, Ejecutar Comunicación De Ventas, Ejecutar Ejecutivo Asignado, Ejecutar Interacción Comercial, Implementar Comunicación De Ventas, Implementar Ejecutivo Asignado, Implementar Interacción Comercial, Llevar A Cabo Comunicación De Ventas, Llevar A Cabo Ejecutivo Asignado, Llevar A Cabo Interacción Comercial",No aplica Dominio AP,No aplica Arquetipo,,No Aplica
ACT262,Realizar Simulación,"Ejecutar una simulación o prueba en la que se imitan las condiciones reales de un proceso o cálculo (pero sin efectos reales), con el fin de predecir comportamientos o resultados y evaluar escenarios posibles de manera segura.",3,Actividad Estándar,"Realizar Ejercicio, Realizar Emulación, Realizar Ensayo, Realizar Modelado, Realizar Prueba, Realizar Representación, Cumplir Simulación, Desarrollar Simulación, Efectuar Simulación, Ejecutar Simulación, Implementar Simulación, Llevar A Cabo Simulación, Cumplir Ejercicio, Cumplir Emulación, Cumplir Ensayo, Cumplir Modelado, Cumplir Prueba, Cumplir Representación, Desarrollar Ejercicio, Desarrollar Emulación, Desarrollar Ensayo, Desarrollar Modelado, Desarrollar Prueba, Desarrollar Representación, Efectuar Ejercicio, Efectuar Emulación, Efectuar Ensayo, Efectuar Modelado, Efectuar Prueba, Efectuar Representación, Ejecutar Ejercicio, Ejecutar Emulación, Ejecutar Ensayo, Ejecutar Modelado, Ejecutar Prueba, Ejecutar Representación, Implementar Ejercicio, Implementar Emulación, Implementar Ensayo, Implementar Modelado, Implementar Prueba, Implementar Representación",No aplica Dominio AP,No aplica Arquetipo,,No Aplica
ACT264,Rechazar Solicitud,"Determinar que una solicitud no cumple los criterios definidos y marcarla como no aprobada, dejando registro del motivo. Se utiliza para cerrar el trámite por decisión negativa dentro del flujo de evaluación.",3,Actividad Estándar,"Declinar Solicitud, Desaprobar Solicitud, Descartar Solicitud, Negar Solicitud, Objetar Solicitud, Rechazar Trámite, Declinar Trámite, Desaprobar Trámite, Descartar Trámite, Negar Trámite, Objetar Trámite, Rechazar Petición, Declinar Petición, Desaprobar Petición, Descartar Petición, Negar Petición, Objetar Petición, Rechazar Requerimiento, Declinar Requerimiento, Desaprobar Requerimiento, Descartar Requerimiento, Negar Requerimiento, Objetar Requerimiento, Rechazar Aplicación, Rechazar Instancia, Declinar Aplicación, Declinar Instancia, Desaprobar Aplicación, Desaprobar Instancia, Descartar Aplicación, Descartar Instancia, Negar Aplicación, Negar Instancia, Objetar Aplicación, Objetar Instancia",No aplica Dominio AP,No aplica Arquetipo,,No Aplica
ACT266,Recibir Información,"Recibir información incorporando en el sistema datos enviados por un actor o sistema externo, dejando trazabilidad del origen para continuar con el proceso.",3,Actividad Estándar,"Recibir información, cargar información, recibir archivo plano, recibir base de datos, recibir reporte, recibir datos, importar archivo, importar información, registrar información, recibir archivo csv, cargar datos al sistema, recibir input de sistema, recibir integración de datos, recibir información de cliente, recibir archivo de condiciones, recibir información financiera, recibir data analítica, importar archivo de monitoreo, recibir reporte técnico",No aplica Dominio AP,No aplica Arquetipo,,No Aplica
ACT270,Redirigir Consulta,"Canalizar una consulta o pregunta recibida hacia la persona, departamento o canal apropiado para resolverla, asegurándose de que la inquietud llegue a quien pueda atenderla y que el cliente obtenga respuesta sin quedar sin atención.",3,Actividad Estándar,"Redirigir Requerimiento, Canalizar Requerimiento, Derivar Requerimiento, Reenviar Requerimiento, Remitir Requerimiento, Trasladar Requerimiento, Redirigir Búsqueda, Redirigir Revisión, Redirigir Solicitud De Información, Canalizar Consulta, Derivar Consulta, Reenviar Consulta, Remitir Consulta, Trasladar Consulta, Canalizar Búsqueda, Canalizar Revisión, Canalizar Solicitud De Información, Derivar Búsqueda, Derivar Revisión, Derivar Solicitud De Información, Reenviar Búsqueda, Reenviar Revisión, Reenviar Solicitud De Información, Remitir Búsqueda, Remitir Revisión, Remitir Solicitud De Información, Trasladar Búsqueda, Trasladar Revisión, Trasladar Solicitud De Información",No aplica Dominio AP,No aplica Arquetipo,,No Aplica
ACT273,Registrar Ajuste,"Registrar un ajuste asentando en los registros oficiales un ajuste ya ejecutado, indicando su motivo y asegurando su trazabilidad para efectos operativos o contables.",3,Actividad Estándar,"Registrar Calibración, Registrar Cambio, Registrar Corrección, Registrar Modificación, Anotar Ajuste, Cargar Ajuste, Consignar Ajuste, Documentar Ajuste, Ingresar Ajuste, Anotar Calibración, Anotar Cambio, Anotar Corrección, Anotar Modificación, Cargar Calibración, Cargar Cambio, Cargar Corrección, Cargar Modificación, Consignar Calibración, Consignar Cambio, Consignar Corrección, Consignar Modificación, Documentar Calibración, Documentar Cambio, Documentar Corrección, Documentar Modificación, Ingresar Calibración, Ingresar Cambio, Ingresar Corrección, Ingresar Modificación",No aplica Dominio AP,No aplica Arquetipo,,No Aplica
ACT274,Registrar Evento,Registrar un evento relevante dentro de la operación para dejar constancia y permitir su seguimiento posterior. Se utiliza cuando el hecho debe quedar documentado sin que implique activar mecanismos inmediatos de atención.,3,Actividad Estándar,"Registrar Hecho, Registrar Incidente, Registrar Situación, Registrar Suceso, Anotar Evento, Cargar Evento, Consignar Evento, Documentar Evento, Ingresar Evento, Anotar Hecho, Anotar Incidente, Anotar Situación, Anotar Suceso, Cargar Hecho, Cargar Incidente, Cargar Situación, Cargar Suceso, Consignar Hecho, Consignar Incidente, Consignar Situación, Consignar Suceso, Documentar Hecho, Documentar Incidente, Documentar Situación, Documentar Suceso, Ingresar Hecho, Ingresar Incidente, Ingresar Situación, Ingresar Suceso, Registrar Novedad, Anotar Novedad, Documentar Novedad, Ingresar Novedad, Consignar Novedad, Cargar Novedad, Reportar Evento, Reportar Hecho, Reportar Incidente, Reportar Suceso, Reportar Novedad, Notificar Evento, Notificar Incidente, Notificar Situación, Notificar Novedad",No aplica Dominio AP,No aplica Arquetipo,,No Aplica
ACT275,Registrar Evidencia,"Registrar y custodiar evidencias que soportan hechos operativos, asegurando su integridad y disponibilidad para análisis o auditoría. Se utiliza cuando la prueba debe quedar asociada al evento sin reemplazar los registros principales del proceso.",3,Actividad Estándar,"Registrar Constancia, Registrar Prueba, Registrar Respaldo, Registrar Soporte, Anotar Evidencia, Cargar Evidencia, Consignar Evidencia, Documentar Evidencia, Ingresar Evidencia, Anotar Constancia, Anotar Prueba, Anotar Respaldo, Anotar Soporte, Cargar Constancia, Cargar Prueba, Cargar Respaldo, Cargar Soporte, Consignar Constancia, Consignar Prueba, Consignar Respaldo, Consignar Soporte, Documentar Constancia, Documentar Prueba, Documentar Respaldo, Documentar Soporte, Ingresar Constancia, Ingresar Prueba, Ingresar Respaldo, Ingresar Soporte, Guardar Evidencia Digital, Registrar Evidencia Documental, Archivar Evidencia en Expediente, Registrar Prueba del Proceso, Documentar Respaldo Operativo, Almacenar Evidencia de Cumplimiento, Cargar Evidencia de Auditoría, Consolidar Evidencia del Caso, Subir Respaldo Documental, Capturar Evidencia de Gestión, Dejar Constancia Documental, Guardar Registro Probatorio",No aplica Dominio AP,No aplica Arquetipo,,No Aplica
ACT285,Registrar Incidente,"Registrar un incidente documentando una interrupción o degradación del servicio que requiere atención, dejando evidencia del hecho para su análisis y seguimiento.",3,Actividad Estándar,"Registrar Error, Registrar Discrepancia, Registrar Falla, Registrar Inconsistencia, Registrar Problema, Reportar Discrepancia, Reportar Falla, Reportar Inconsistencia, Reportar Problema, Comunicar Error, Declarar Error, Evidenciar Error, Informar Error, Notificar Error, Comunicar Discrepancia, Comunicar Falla, Comunicar Inconsistencia, Comunicar Problema, Declarar Discrepancia, Declarar Falla, Declarar Inconsistencia, Declarar Problema, Evidenciar Discrepancia, Evidenciar Falla, Evidenciar Inconsistencia, Evidenciar Problema, Informar Discrepancia, Informar Falla, Informar Inconsistencia, Informar Problema, Notificar Discrepancia, Notificar Falla, Notificar Inconsistencia, Notificar Problema",No aplica Dominio AP,No aplica Arquetipo,,No Aplica
