Código,Paquete (Nivel 1),Subpaquete (Nivel 2),Capacidad de Procesos (Nivel 3),Descripción,Categoría,Dueño de la Capacidad,Dominio,Subdominio Nivel 1,Subdominio Nivel 2,Propia / Heredada,Reusable,Componentes Relacionados,Arquetipos Relacionado,% Nivel de Calidad,Criterios a Revisar,Retroalimentación,Estado,,
CP1466,Interacción y uso,Atención y gestión de solicitudes del usuario,Validar autenticación del cliente en el canal," Verifica que el cliente haya cumplido las condiciones de autenticación requeridas para interactuar con el canal, habilitando el acceso a los servicios según las reglas de la estrategia de distribución.",,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1466,Interacción y uso,Atención y gestión de solicitudes del usuario,Validar autenticación del cliente en el canal," Verifica que el cliente haya cumplido las condiciones de autenticación requeridas para interactuar con el canal, habilitando el acceso a los servicios según las reglas de la estrategia de distribución.",,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1467,Interacción y uso,Atención y gestión de solicitudes del usuario,Validar condiciones de acceso del cliente al canal, Verifica que el cliente cumpla las condiciones de acceso definidas para el canal antes de permitir la prestación de servicios.,,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1467,Interacción y uso,Atención y gestión de solicitudes del usuario,Validar condiciones de acceso del cliente al canal, Verifica que el cliente cumpla las condiciones de acceso definidas para el canal antes de permitir la prestación de servicios.,,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1467,Interacción y uso,Atención y gestión de solicitudes del usuario,Validar condiciones de acceso del cliente al canal, Verifica que el cliente cumpla las condiciones de acceso definidas para el canal antes de permitir la prestación de servicios.,,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1468,Interacción y uso,Atención y gestión de solicitudes del usuario,Capturar información de solicitudes e interacciones,"Conservar la información relevante de las solicitudes e interacciones de los usuarios, como base para su atención y trazabilidad.",,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1468,Interacción y uso,Atención y gestión de solicitudes del usuario,Capturar información de solicitudes e interacciones,"Conservar la información relevante de las solicitudes e interacciones de los usuarios, como base para su atención y trazabilidad.",,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1468,Interacción y uso,Atención y gestión de solicitudes del usuario,Capturar información de solicitudes e interacciones,"Conservar la información relevante de las solicitudes e interacciones de los usuarios, como base para su atención y trazabilidad.",,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1469,Interacción y uso,Atención y gestión de solicitudes del usuario,Atender solicitudes del usuario,"Resolver las solicitudes, consultas y requerimientos del usuario, asegurando la respuesta ante sus necesidades",,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1469,Interacción y uso,Atención y gestión de solicitudes del usuario,Atender solicitudes del usuario,"Resolver las solicitudes, consultas y requerimientos del usuario, asegurando la respuesta ante sus necesidades",,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1469,Interacción y uso,Atención y gestión de solicitudes del usuario,Atender solicitudes del usuario,"Resolver las solicitudes, consultas y requerimientos del usuario, asegurando la respuesta ante sus necesidades",,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1470,Interacción y uso,Atención y gestión de solicitudes del usuario,Escalar consultas de usuarios,"Encaminar las consultas de los usuarios al nivel adecuado para su resolución, como parte de la gestión integral de las solicitudes recibidas.",,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1470,Interacción y uso,Atención y gestión de solicitudes del usuario,Escalar consultas de usuarios,"Encaminar las consultas de los usuarios al nivel adecuado para su resolución, como parte de la gestión integral de las solicitudes recibidas.",,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1470,Interacción y uso,Atención y gestión de solicitudes del usuario,Escalar consultas de usuarios,"Encaminar las consultas de los usuarios al nivel adecuado para su resolución, como parte de la gestión integral de las solicitudes recibidas.",,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1471,Interacción y uso,Ejecución de transacciones en el canal,Autorizar transacciones monetarias,"Autorizar las transacciones monetarias que implican el movimiento de dinero entre las partes involucradas, conforme a las reglas definidas por el negocio.",,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1471,Interacción y uso,Ejecución de transacciones en el canal,Autorizar transacciones monetarias,"Autorizar las transacciones monetarias que implican el movimiento de dinero entre las partes involucradas, conforme a las reglas definidas por el negocio.",,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1471,Interacción y uso,Ejecución de transacciones en el canal,Autorizar transacciones monetarias,"Autorizar las transacciones monetarias que implican el movimiento de dinero entre las partes involucradas, conforme a las reglas definidas por el negocio.",,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1472,Interacción y uso,Ejecución de transacciones en el canal,Aplicar transacciones no monetarias,"Actualizar los estados, condiciones o datos del negocio derivados de las solicitudes de los usuarios que no implican movimiento de dinero.",,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1472,Interacción y uso,Ejecución de transacciones en el canal,Aplicar transacciones no monetarias,"Actualizar los estados, condiciones o datos del negocio derivados de las solicitudes de los usuarios que no implican movimiento de dinero.",,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1472,Interacción y uso,Ejecución de transacciones en el canal,Aplicar transacciones no monetarias,"Actualizar los estados, condiciones o datos del negocio derivados de las solicitudes de los usuarios que no implican movimiento de dinero.",,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1473,Interacción y uso,Ejecución de transacciones en el canal,Proveer acceso a información transaccional, Disponibilizar información transaccional y de movimientos para su consulta por parte del usuario.,,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1473,Interacción y uso,Ejecución de transacciones en el canal,Proveer acceso a información transaccional, Disponibilizar información transaccional y de movimientos para su consulta por parte del usuario.,,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1473,Interacción y uso,Ejecución de transacciones en el canal,Proveer acceso a información transaccional, Disponibilizar información transaccional y de movimientos para su consulta por parte del usuario.,,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1474,Interacción y uso,Ejecución de transacciones en el canal,Proveer acceso a información no transaccional,Disponibilizar información sobre el estado de los servicios y las gestiones realizadas por los usuarios que no implican movimiento de dinero.,,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1474,Interacción y uso,Ejecución de transacciones en el canal,Proveer acceso a información no transaccional,Disponibilizar información sobre el estado de los servicios y las gestiones realizadas por los usuarios que no implican movimiento de dinero.,,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1474,Interacción y uso,Ejecución de transacciones en el canal,Proveer acceso a información no transaccional,Disponibilizar información sobre el estado de los servicios y las gestiones realizadas por los usuarios que no implican movimiento de dinero.,,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1475,Interacción y uso,Comercialización y autogestión de productos y servicios,Exponer productos y servicios, Presentar los productos y servicios disponibles y habilitar la interacción del usuario con la información asociada.,,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1475,Interacción y uso,Comercialización y autogestión de productos y servicios,Exponer productos y servicios, Presentar los productos y servicios disponibles y habilitar la interacción del usuario con la información asociada.,,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1475,Interacción y uso,Comercialización y autogestión de productos y servicios,Exponer productos y servicios, Presentar los productos y servicios disponibles y habilitar la interacción del usuario con la información asociada.,,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1476,Interacción y uso,Comercialización y autogestión de productos y servicios,Habilitar exploración de la oferta disponible, poner a disposición del cliente la oferta vigente de productos y servicios y permitir su comprensión a partir de la información relevante.,,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1476,Interacción y uso,Comercialización y autogestión de productos y servicios,Habilitar exploración de la oferta disponible, poner a disposición del cliente la oferta vigente de productos y servicios y permitir su comprensión a partir de la información relevante.,,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1476,Interacción y uso,Comercialización y autogestión de productos y servicios,Habilitar exploración de la oferta disponible, poner a disposición del cliente la oferta vigente de productos y servicios y permitir su comprensión a partir de la información relevante.,,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1477,Interacción y uso,Comercialización y autogestión de productos y servicios,Soportar autogestión de productos y servicios,  Permitir que los usuarios realicen de forma autónoma gestiones relacionadas con sus productos y servicios.,,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1478,Interacción y uso,Comercialización y autogestión de productos y servicios,Simular condiciones de productos o servicios," Exponer al cliente simulaciones de condiciones de productos o servicios, que le permitan explorar alternativas y estimar resultados esperados bajo parámetros definidos.",,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
CP1479,Interacción y uso,Gestión de la información del usuario,Capturar información del usuario, Obtener y conservar la información personal y de preferencias del usuario como insumo para la gestión de la relación y los servicios.,,,Canales,Distribución física,,Propia,Si,,,,,,Publicada,,
CP1479,Interacción y uso,Gestión de la información del usuario,Capturar información del usuario, Obtener y conservar la información personal y de preferencias del usuario como insumo para la gestión de la relación y los servicios.,,,Canales,Distribución a Distancia,,Propia,Si,,,,,,Publicada,,
CP1479,Interacción y uso,Gestión de la información del usuario,Capturar información del usuario, Obtener y conservar la información personal y de preferencias del usuario como insumo para la gestión de la relación y los servicios.,,,Canales,Distribución digital,,Propia,Si,,,,,,Publicada,,
